,DATE,RA,DEC,ANG_RES
0,2020/04/29 07:58:03,256.8301394591666,23.072276776523964,0.2257161410304721
1,2020/05/27 03:46:31,164.10601742348737,8.00214315670457,0.4076287611199286
2,2020/04/12 09:41:16,349.3200655882831,5.54689479898498,0.25235430689136046
3,2020/04/09 07:37:25,89.16358441847996,0.2938899441682345,0.21786968113105948
4,2020/04/29 06:41:34,342.88098262682263,3.4608458953769885,0.21476673786482992
5,2020/02/19 07:57:44,353.1164133734807,17.574097630652243,0.24896237853208472
6,2020/05/31 06:35:51,263.45763399125474,-1.5783962036439882,0.21674087442547524
7,2020/02/29 05:55:03,212.5560591764692,-2.4580915782176715,0.4382645006055595
8,2020/03/01 01:45:26,96.91644520247971,7.386101807827184,0.3273629647766044
9,2020/06/05 07:59:45,325.42557362683664,30.83961754843234,0.24485058312573466
10,2020/07/23 03:37:49,312.07622449271156,6.083436539556154,0.21609396844645712
11,2020/04/24 12:49:48,323.87418194182465,-2.6047857855144634,0.24249602048089028
12,2020/02/25 11:43:03,115.94713397470761,4.045242354362614,0.22238636825946406
13,2020/04/24 12:14:48,164.95578167179124,1.667568067513408,0.22378484091899276
14,2020/03/31 01:45:51,95.92616283213543,17.00285950387275,0.3492680399947653
15,2020/06/26 12:15:57,318.24160520229384,19.783454336307724,0.3818430110648722
16,2020/04/07 12:53:18,147.2264135704078,3.4203031587385104,0.27128635158952763
17,2020/03/25 07:55:01,109.13994107337562,67.30550107582553,0.22187778082495138
18,2020/02/24 09:29:04,285.22604253552237,19.670111949493958,0.2286806028699926
19,2020/05/17 06:10:19,229.8558327028145,51.87806341915308,0.4382645006055595
20,2020/04/07 05:50:49,204.2485449720437,15.01421754611209,0.2464424013773752
21,2020/04/01 02:51:35,24.54852219422253,15.471299511823197,0.21773332979148735
22,2020/04/05 12:37:20,69.50037178521104,4.456364299909233,0.33003978613272
23,2020/07/11 06:29:05,213.0425365862788,19.361850522758616,0.23941871779083518
24,2020/05/08 12:14:32,77.60416538115325,37.18619336035425,0.2154938060324444
25,2020/05/07 04:34:56,227.11099777592986,27.71995229415596,0.4382645006055595
26,2020/06/24 03:36:11,264.1542870237933,-28.455455776960367,0.43647656074665625
27,2020/03/06 10:01:43,91.48181252864028,-8.143585939712482,0.2399164627335551
28,2020/02/29 07:52:15,298.7074775478624,-4.038756635035387,0.22152653944626216
29,2020/07/29 11:07:21,61.003358964588735,6.602732250398636,0.24910799543498152
30,2020/05/28 11:46:30,21.83500475546426,-67.73676244948619,0.4382645006055595
31,2020/06/10 06:22:01,99.444546674277,10.897413099899579,0.4382645006055595
32,2020/05/07 10:32:33,30.360945100244997,8.043841258173195,0.4382645006055595
33,2020/04/20 02:18:15,107.62858459863531,8.075815821976569,0.4030478827953732
34,2020/02/20 04:29:39,332.9919665352181,23.786932679880188,0.21630940248963712
35,2020/04/10 09:55:39,14.534065812969526,2.4464639933208887,0.4382645006055595
36,2020/06/04 02:11:31,280.6040886084284,6.498786919743459,0.21494545813416344
37,2020/03/06 08:34:44,270.44152287855354,33.04016649660157,0.22532161951860463
38,2020/07/03 06:25:49,209.48787360563543,5.744546854060856,0.21763874629816157
39,2020/04/01 08:19:45,325.7385860377667,27.120816373310227,0.2255825091678628
40,2020/07/21 04:42:23,79.52494205694212,49.72931806008071,0.4382645006055595
41,2020/05/24 10:44:49,104.8585964793662,27.04402010434347,0.2522462405414427
42,2020/03/09 05:23:01,358.5225686630475,-6.209921795396164,0.23026606932222307
43,2020/06/07 02:43:02,181.57597036999545,3.7587793945783923,0.21648090968301167
44,2020/05/21 11:17:30,192.91495947959805,15.036387452197888,0.22720562210834896
45,2020/05/17 10:45:39,254.5153486376524,66.24756480903652,0.25163777143831734
46,2020/05/17 12:15:02,314.1683465525018,45.63473615816163,0.23008406026958653
47,2020/04/08 04:52:24,42.58418631092341,31.21810708059342,0.2228016116196609
48,2020/06/06 05:16:43,113.69319389825971,63.254493365024956,0.23629211308836465
49,2020/07/02 10:32:41,220.21855494733217,1.6877192916156314,0.22748664875987484
50,2020/04/05 06:01:30,280.68210231633583,13.095170762846989,0.40302567955219043
